site_number,nitrate,GPM,state
107-00904,1.1,405,VA
107-00905,1.9,23.5,VA
107-00906,2.1,124,VA
107-00910,0.35,,VA
107-00911,1.9,8.5,VA
107-00912,5.5,387,VA
107-00913,1.1,84,VA
107-00923,1.45,,VA
107-01004,3.3,,VA
107-01478,0.62,8.35,VA
107-01479,0.75,47.5,VA
107-01481,0.04,6.5,VA
108-00011,0.2,90,VA
108-00021,0.09,,VA
108-00022,0.24,,VA
108-00029,0.24,,VA
108-00060,0.05,,VA
108-00095,0.185,7311.66,VA
108-00106,0.9,,VA
108-00107,0.05,2376.4,VA
108-00108,0.05,500,VA
108-00109,0.05,,VA
108-00110,0.37,,VA
108-00111,0.07,,VA
108-00112,0.05,2226.05,VA
108-00113,0.12,2500,VA
116-00436,0.243,,VA
121-00030,4.5,,VA
121-00150,3.2,851.375,VA
121-00162,0.5,5.385,VA
121-00194,2.8,,VA
121-00209,4.2,394.9,VA
121-00210,2.6,1616,VA
121-00211,3.1,2387.62,VA
121-00213,2.53,329.16,VA
121-00214,3.35,587.54,VA
132-00171,3.4,,VA
134-00030,3.2,,VA
134-00031,3.3,1997,VA
134-00033,2,1416,VA
134-00034,3.4,1530.91,VA
134-00131,3.5,1070.39,VA
134-00132,3.5,,VA
134-00134,3.1,,VA
134-00147,3.01,0,VA
134-00191,2.4,,VA
134-00287,3,,VA
134-00289,3.7,968,VA
134-00290,2.9,1979.21,VA
134-00291,3.15,,VA
139-00116,0.6,,VA
145-00039,0.42,15,VA
145-00040,0.5,2311.32,VA
145-00044,1.1,547,VA
145-00045,0.7,1638,VA
145-00046,0.34,4569.6,VA
145-00079,0.31,1398.015,VA
145-00081,0.36,177,VA
145-00082,0.12,,VA
145-00083,0.25,1343.845,VA
145-00084,0.22,153,VA
145-00085,0.05,,VA
145-00086,0.9,214,VA
145-00087,0.13,255.5,VA
145-00088,0.6,236,VA
145-00092,0.17,99.5,VA
145-00094,0.05,,VA
145-00095,0.6,151,VA
145-00096,0.14,,VA
145-00097,1.65,51,VA
162-00176,0.39,,VA
162-00177,0.7,,VA
162-00179,0.01,,VA
162-00180,0.6,,VA
162-00230,0.14,,VA
162-00278,5.8,,VA
169-00071,1.34,3596.165,VA
169-00226,0.8,100,VA
169-00227,0.3,,VA
169-00228,0.5,,VA
169-00229,0.31,45,VA
169-00230,0.4,10,VA
169-00231,0.35,1,VA
169-00232,0.7,3,VA
169-00233,0.05,,VA
181-00150,0.19,,VA
181-00172,0.34,2791.535,VA
181-00264,5,,VA
181-00265,4,,VA
181-00271,3.2,,VA
181-00272,2.6,,VA
181-00273,3,,VA
181-00291,0.19,180,VA
181-00293,0.05,,VA
181-00294,0.19,90,VA
181-00295,2.25,125,VA
181-00296,2.5,225,VA
181-00297,1.05,157,VA
181-00298,1.5,180,VA
181-00299,0.29,5,VA
181-00301,0.65,,VA
181-00302,0.33,3500,VA
181-00303,0.19,,VA
181-00304,0.13,,VA
181-00306,0.36,1000,VA
181-00308,0.55,1425,VA
181-00309,0.55,1200,VA
181-00310,0.87,630,VA
181-00381,3.3,,VA
182-00128,0.345,837.5,VA
182-00157,8.45,,VA
182-00161,5.9,,VA
182-00162,3.3,,VA
182-00187,1.4,332,VA
182-00225,0.91,3700,VA
182-00229,0.01,,VA
182-00265,3.7,3048.5,VA
182-00580,0.05,,VA
182-00581,0.38,,VA
182-00584,3.3,1989.12,VA
182-00585,4.75,2701.78,VA
182-00661,4.1,,VA
182-00681,8,,VA
182-00727,0.24,,VA
182-00729,0.08,,VA
182-00833,4.97,,VA
182-00844,1.25,726.61,VA
182-00845,2.7,,VA
182-00855,5,83.84,VA
182-00856,17.2,10.805,VA
182-00856,17.2,10.805,VA
182-00856,17.2,10.805,VA
182-00857,3,148.1,VA
182-00896,3.25,,VA
182-01222,5.65,,VA
182-01223,9,,VA
182-01224,14.95,,VA
182-01305,19.95,,VA
185-00587,2.4,367.89,VA
185-00588,2.6,,VA
185-00589,1.8,582.12,VA
185-00590,2.34,1734.16,VA
185-00591,0.05,1057,VA
185-00684,0.05,1.055,VA
185-00685,0.12,,VA
185-00686,0.05,,VA
185-00687,0.05,10,VA
185-00688,0.08,,VA
185-00689,1.8,265.5,VA
185-00690,0.3,1200,VA
185-00691,0.13,,VA
185-00692,2.3,,VA
185-00693,2.1,372,VA
193-00124,3,1328,VA
196-00264,17.35,,VA
199-00143,1.9,,VA
199-00144,3.08,,VA
199-00146,0.035,,VA
199-00152,2.54,,VA
101-00861,,1,VA
101-00862,,1,VA
102-00035,,1858.99,VA
102-00110,,508,VA
102-00111,,620,VA
102-00112,,103,VA
102-00113,,375,VA
102-00114,,66,VA
102-00116,,3238.095,VA
102-00119,,733.15,VA
102-00120,,365.77,VA
102-00121,,151.69,VA
102-00123,,640,VA
102-00130,,8527.2,VA
102-00131,,200,VA
102-00134,,3000,VA
102-00135,,1500,VA
107-00019,,223.95,VA
107-00066,,1500,VA
107-00067,,1000,VA
107-00079,,1015.5,VA
107-00908,,22,VA
107-00909,,8,VA
107-00914,,17,VA
107-00915,,15,VA
107-00917,,35,VA
107-00919,,256,VA
107-01474,,4.5,VA
107-01490,,32.345,VA
107-01491,,127.01,VA
107-01492,,10,VA
107-01493,,5,VA
107-01494,,421.87,VA
107-01496,,50,VA
107-01501,,200,VA
107-01504,,15,VA
107-01612,,15,VA
107-01613,,1,VA
107-01614,,20,VA
107-01615,,5,VA
108-00077,,1750,VA
108-00114,,59,VA
108-00115,,809,VA
108-00128,,400.33,VA
108-00130,,106.665,VA
108-00131,,40,VA
108-00132,,30,VA
108-00134,,512.08,VA
108-00135,,67,VA
108-00136,,1054.68,VA
108-00137,,0.9,VA
108-00144,,5,VA
108-00145,,100,VA
108-00146,,36,VA
108-00147,,236.52,VA
108-00148,,5,VA
108-00149,,1,VA
111-00645,,2051.02,VA
121-00006,,4.94,VA
121-00170,,200,VA
121-00172,,211.61,VA
121-00192,,152.59,VA
121-00212,,462.26,VA
121-00217,,45,VA
121-00218,,20.64,VA
121-00219,,8,VA
121-00220,,24.68,VA
121-00230,,247.74,VA
121-00233,,75.4,VA
121-00234,,60,VA
121-00237,,385.07,VA
121-00238,,50,VA
121-00239,,25,VA
121-00296,,146.535,VA
121-00302,,5,VA
121-00303,,10,VA
121-00304,,251.325,VA
121-00308,,136.435,VA
121-00309,,61.93,VA
121-00316,,2.245,VA
121-00318,,6.73,VA
121-00324,,44.21,VA
121-00326,,13.915,VA
121-00328,,4.04,VA
121-00334,,6.735,VA
121-00335,,30.745,VA
134-00294,,60,VA
134-00387,,800,VA
134-00388,,42.6,VA
139-00115,,2,VA
145-00002,,300,VA
145-00006,,4,VA
145-00007,,1,VA
145-00080,,40,VA
145-00089,,45,VA
145-00098,,1300,VA
145-00126,,468,VA
145-00129,,1140,VA
145-00130,,100,VA
145-00131,,1500,VA
145-00150,,320,VA
147-00330,,0.5,VA
153-01356,,2.5,VA
153-01359,,28,VA
153-01360,,175,VA
162-00312,,30,VA
162-00319,,2.5,VA
162-00320,,0.25,VA
163-00241,,2.7,VA
169-00070,,368.91,VA
169-00234,,8,VA
169-00298,,100,VA
169-00301,,75,VA
169-00302,,5,VA
175-02783,,1.5,VA
175-02784,,5,VA
175-02785,,0.5,VA
175-02786,,9.87,VA
175-02787,,16.75,VA
175-02788,,10,VA
175-02789,,1.31,VA
175-02790,,4.2,VA
175-02791,,2.07,VA
175-02792,,7.18,VA
181-00039,,991,VA
181-00300,,90,VA
181-00307,,1400,VA
181-00403,,5000,VA
181-00404,,1460,VA
181-00405,,200,VA
181-00406,,60,VA
182-00125,,21.4,VA
182-00196,,3000,VA
182-00583,,503.105,VA
182-00843,,157.915,VA
182-00848,,10,VA
182-00854,,300,VA
182-00899,,400,VA
182-01130,,15,VA
182-01131,,39.5,VA
182-01132,,131.95,VA
182-01133,,4,VA
182-01135,,800,VA
182-01137,,166.95,VA
182-01138,,0,VA
182-01139,,0,VA
182-01184,,5,VA
182-01189,,30,VA
182-01190,,2,VA
182-01194,,5,VA
182-01198,,798.86,VA
182-01202,,500,VA
182-01203,,200,VA
182-01221,,2822.5,VA
182-01225,,392.7,VA
182-01285,,10,VA
182-01286,,10,VA
182-01287,,10,VA
182-01288,,10,VA
182-01289,,10,VA
182-01290,,100,VA
182-01291,,10,VA
182-01292,,10,VA
182-01293,,10,VA
182-01294,,100,VA
182-01295,,10,VA
182-01296,,10,VA
182-01297,,10,VA
182-01298,,10,VA
185-00734,,407.51,VA
185-00735,,0,VA
185-00736,,390.01,VA
185-00737,,71.585,VA
185-00738,,117.14,VA
185-00769,,210,VA
190-00142,,287.23,VA
193-00016,,23.34,VA
193-00093,,2.7,VA
193-00094,,7.5,VA
193-00268,,124.315,VA
193-00309,,5,VA
